month,day,week,transect,photo_id,activity,butterfly_family,butterfly_genus,butterfly_species,flower_type,flower_colour,flower_family,flower_genus,flower_species,flower_origin
8,8,6,RBG,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Fabaceae,Lotus,corniculatus,Non-native
8,8,6,RBG,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Tanacetum,vulgare,Non-native
8,17,7,BGP,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Tanacetum,vulgare,Non-native
8,17,7,BGP,08_17_BGP_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Grindelia,squarrosa,Native
8,17,7,BGP,08_17_BGP_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_6,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_7,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Tanacetum,vulgare,Non-native
8,17,7,BGP,08_17_BGP_8,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Tanacetum,vulgare,Non-native
8,17,7,BGP,08_17_BGP_9,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,BGP,08_17_BGP_10,nectaring,Pieridae,Pieris,rapae,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,17,7,CCM,08_17_CCM_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Vicia,cracca,Non-native
8,17,7,CCM,08_17_CCM_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Onagraceae,Chamaenerion,angustifolium,Native
8,17,7,CCM,08_17_CCM_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Vicia,cracca,Non-native
8,17,7,CCM,08_17_CCM_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,https://www.inaturalist.org/observations/392771035,Non-native
8,17,7,CCM,08_17_CCM_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,asper,Non-native
8,17,7,CCM,08_17_CCM_6,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Cirsium,vulgare,Non-native
8,17,7,CCM,08_17_CCM_7,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Jacobaea,vulgaris,Non-native
8,17,7,CCM,08_17_CCM_8,nectaring,Pieridae,Pieris,rapae,flower,purple,Asteraceae,Cirsium,arvense,Non-native
8,17,7,CCM,08_17_CCM_9,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,asper,Non-native
8,17,7,CCM,08_17_CCM_10,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,asper,Non-native
8,17,7,CCM,08_17_CCM_11,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Vicia,cracca,Non-native
8,17,7,CCM,08_17_CCM_12,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Jacobaea,vulgaris,Non-native
8,17,7,CCM,NO PHOTO,nectaring,Pieridae,Pieris,rapae,flower,yellow,Asteraceae,Jacobaea,vulgaris,Non-native
8,18,7,RBG,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,fabaceae,Lotus,corniculatus,Non-native
8,18,7,RBG,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,fabaceae,Lotus,corniculatus,Non-native
8,18,7,RBG,08_18_RBG_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,fabaceae,Lotus,corniculatus,Non-native
8,18,7,RBG,08_18_RBG_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,fabaceae,Lotus,corniculatus,Non-native
8,18,7,RBG,08_18_RBG_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,fabaceae,Lotus,corniculatus,Non-native
8,18,7,RBG,08_18_RBG_4,nectaring,Nymphalidae,Limenitis,lorquini,flower,pink,Polygonaceae,Persicaria,hydropiperoides,Native
8,18,7,RBG,08_18_RBG_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,18,7,RBG,08_18_RBG_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
8,18,7,BHT,08_18_BHT_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Tripleurospermum,inodorum,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Tripleurospermum,inodorum,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Tripleurospermum,inodorum,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Onagraceae,Chamaenerion,angustifolium,Native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Onagraceae,Chamaenerion,angustifolium,Native
8,25,7,PBM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Onagraceae,Chamaenerion,angustifolium,Native
8,25,7,PBM,08_25_PBM_1,nectaring,Nymphalidae,Argynnis,NA,flower,purple,Asteraceae,Canadanthus,modestus,Native
8,25,7,PBM,08_25_PBM_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,08_25_PBM_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Fabaceae,Trifolium,pratense,Non-native
8,25,7,PBM,08_25_PBM_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Anaphalis,margaritacea ,Native
8,25,7,PBM,08_25_PBM_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,08_25_PBM_6,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,08_25_PBM_7,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Tripleurospermum,inodorum,Non-native
8,25,7,PBM,08_25_PBM_8,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,08_25_PBM_9,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Anaphalis,margaritacea ,Native
8,25,7,PBM,08_25_PBM_10,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,25,7,PBM,08_25_PBM_11,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,25,7,PBM,08_25_PBM_12,nectaring,Pieridae,Colias,NA,flower,white,Asteraceae,Centaurea,stoebe,Non-native
8,25,7,PBM,08_25_PBM_13,nectaring,Nymphalidae,Argynnis,https://www.inaturalist.org/observations/394566339,flower,purple,Asteraceae,Arctium,minus,Non-native
8,25,7,PBM,08_25_PBM_14,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Asteraceae,Arctium,minus,Non-native
8,25,7,PBM,08_25_PBM_15,nectaring,Pieridae,Colias,NA,flower,purple,Asteraceae,Cirsium,arvense,Non-native
8,25,7,OHR,NO PHOTO,nectaring,Pieridae,Colias,NA,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,25,7,OHR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,25,7,OHR,NO PHOTO,nectaring,Pieridae,Colias,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,25,7,OHR,08_25_OHR_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Heterotheca,hirsuta,Native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Cirsium,arvense,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Cirsium,arvense,Non-native
8,25,7,ABR,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Onagraceae,Epilobium,brachycarpum,Native
8,25,7,ABR,08_25_ABR_1,nectaring,Hesperiidae,Hesperia,colorado,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,08_25_ABR_2,nectaring,Pieridae,Colias,NA,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,08_25_ABR_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,ABR,08_25_ABR_4,nectaring,Hesperiidae,Hesperia,colorado,flower,white,Brassicaceae,Berteroa,incana,Non-native
8,25,7,JMS,08_25_JMS_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,25,7,JMS,08_25_JMS_2,nectaring,Hesperiidae,Burnsius,communis,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,25,7,JMS,08_25_JMS_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
8,26,7,OKF,08_26_OKF_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_6,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_7,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,26,7,OKF,08_26_OKF_8,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,26,7,OKF,08_26_OKF_9,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,26,7,OKF,08_26_OKF_10,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,26,7,OKF,08_26_OKF_11,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Asteraceae,Centaurea,diffusa,Non-native
8,26,7,OKF,08_26_OKF_12,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_13,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_14,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_15,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_16,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_17,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,OKF,08_26_OKF_18,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Ericameria,nauseosa,Native
8,26,7,OKF,08_26_OKF_19,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Ericameria,nauseosa,Native
8,26,7,RTT,NO PHOTO,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_3,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,RTT,08_26_RTT_6,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,PML,08_26_PML_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,PML,08_26_PML_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,PML,08_26_PML_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,PML,08_26_PML_4,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,26,7,PML,08_26_PML_5,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,white,Fabaceae,Medicago,sativa,Non-native
8,26,7,KWL,08_26_KWL_1,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_2,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_3,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_4,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_5,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_6,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_7,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_8,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_9,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_10,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_11,nectaring,Pieridae,Colias,NA,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_12,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_13,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_14,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_15,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_16,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_17,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_18,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_19,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_20,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,26,7,KWL,08_26_KWL_21,nectaring,Hesperiidae,Hesperia,TBD,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,27,7,PSL,08_27_PSL_1,nectaring,Hesperiidae,Hesperia,juba,flower,yellow,Asteraceae,Grindelia,squarossa,Native
8,27,7,PSL,08_27_PSL_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,purple,Fabaceae,Medicago,sativa,Non-native
8,28,7,MMF,08_28_MMF_1,nectaring,Nymphalidae,Argynnis,https://www.inaturalist.org/observations/396218690,flower,yellow,Asteraceae,Taraxacum,NA,NA
8,28,7,MMF,08_28_MMF_2,nectaring,Pieridae,Colias,NA,flower,yellow,Asteraceae,Hieracium,https://www.inaturalist.org/observations/397294695,NA
8,28,7,MMF,08_28_MMF_3,nectaring,Lycaenidae,Tharsalea,helloides,flower,purple,Asteraceae,Symphyotrichum,https://www.inaturalist.org/observations/396239029,Native
8,28,7,FLT,08_28_FLT_1,nectaring,Hesperiidae,Hesperia,https://www.inaturalist.org/observations/396218697,flower,purple,Asteraceae,Cirsium,vulgare,Non-native
8,31,8,BGP,NO PHOTO,nectaring,Nymphalidae,Vanessa,cardui,flower,yellow,Asteraceae,Tanacetum,vulgare,Non-native
8,31,8,CCM,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Jacobaea,vulgaris,Non-native
8,31,8,CCM,08_31_CCM_1,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Jacobaea,vulgaris,Non-native
8,31,8,CCM,08_31_CCM_2,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,asper,Non-native
8,31,8,CCM,08_31_CCM_3,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,yellow,Asteraceae,Sonchus,asper,Non-native
9,1,8,RBG,NO PHOTO,nectaring,Hesperiidae,Ochlodes,sylvanoides,flower,pink,Fabaceae,Trifolium,pratense,Non-native
